venue,era,year,title,doi,dblp_key,canonical_source,normalized_title,abstract,abstract_source,matched_title,match_score,openalex_id,semantic_scholar_id,retrieval_status,retrieval_error,token_count
ICML,pre_gpt,1989,Identifying Knowledge Base Deficiencies by Observing User Behavior,,conf/icml/LeviSP89,DBLP,identifying knowledge base deficiencies by observing user behavior,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Imprecise Concept Learning within a Growing Language,,conf/icml/RasZ89,DBLP,imprecise concept learning within a growing language,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Improved Training Via Incremental Learning,,conf/icml/Utgoff89,DBLP,improved training via incremental learning,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Improving Decision-Making on the Basis of Experience,,conf/icml/KrulwichCB89,DBLP,improving decision making on the basis of experience,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Improving Explanation-Based Indexing with Empirical Learning,,conf/icml/BarlettaK89,DBLP,improving explanation based indexing with empirical learning,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Incremental Batch Learning,,conf/icml/ClearwaterCHB89,DBLP,incremental batch learning,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Incremental Clustering by Minimizing Representation Length,,conf/icml/Segen89,DBLP,incremental clustering by minimizing representation length,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Incremental Concept Formation with Composite Objects,,conf/icml/ThompsonL89,DBLP,incremental concept formation with composite objects,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Incremental Learning of Control Strategies with Genetic algorithms,,conf/icml/Grefenstette89,DBLP,incremental learning of control strategies with genetic algorithms,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,"Incremental, Instance-Based Learning of Independent and Graded Concept Descriptions",,conf/icml/Aha89,DBLP,incremental instance based learning of independent and graded concept descriptions,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Induction Over the Unexplained: Integrated Learning of Concepts with Both Explainable and Conventional Aspects,,conf/icml/MooneyO89,DBLP,induction over the unexplained integrated learning of concepts with both explainable and conventional aspects,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Induction of Decision Trees from Inconclusive Data,,conf/icml/SpanglerFU89,DBLP,induction of decision trees from inconclusive data,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Inductive Learning with BCT,,conf/icml/Chan89,DBLP,inductive learning with bct,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Information Filters and Their Implementation in the SYLLOG System,,conf/icml/MarkovitchS89,DBLP,information filters and their implementation in the syllog system,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Integrating Learning in a Neural Network,,conf/icml/Katz89,DBLP,integrating learning in a neural network,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Issues in the Justification-Based Diagnosis of Planning Failures,,conf/icml/BirnbaumCK89,DBLP,issues in the justification based diagnosis of planning failures,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Knowledge Acquisition Planning: Results and Prospects,,conf/icml/Hunter89,DBLP,knowledge acquisition planning results and prospects,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Knowledge Base Refinement and Theory Revision,,conf/icml/Ginsberg89,DBLP,knowledge base refinement and theory revision,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,"Knowledge Base Refinement as Improving an Incorrect, Inconsistent and Incomplete Domain Theory",,conf/icml/WilkinsT89,DBLP,knowledge base refinement as improving an incorrect inconsistent and incomplete domain theory,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Knowledge Intensive Induction,,conf/icml/Manago89,DBLP,knowledge intensive induction,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Knowledge-Based Feature Generation,,conf/icml/Callan89,DBLP,knowledge based feature generation,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Labor Saving New Distinctions,,conf/icml/Woodfill89,DBLP,labor saving new distinctions,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning Appropriate Abstractions for Planning in Formation Problems,,conf/icml/Flann89,DBLP,learning appropriate abstractions for planning in formation problems,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning Classification Rules Using Bayes,,conf/icml/Buntine89,DBLP,learning classification rules using bayes,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning Decision Rules for scheduling Problems: A Classifier Hybrid Approach,,conf/icml/HilliardLRP89,DBLP,learning decision rules for scheduling problems a classifier hybrid approach,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning Hierarchies of Abstraction Spaces,,conf/icml/Knoblock89,DBLP,learning hierarchies of abstraction spaces,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning Invariants from Explanations,,conf/icml/Puget89,DBLP,learning invariants from explanations,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning Procedural Knowledge in the EBG Context,,conf/icml/MatwinM89,DBLP,learning procedural knowledge in the ebg context,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning Tactical Plans for Pilot Aiding,,conf/icml/LeviPS89,DBLP,learning tactical plans for pilot aiding,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning by Analyzing Fortuitous Occurrences,,conf/icml/Chien89,DBLP,learning by analyzing fortuitous occurrences,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning from Opportunity,,conf/icml/ConverseHM89,DBLP,learning from opportunity,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning from Plausible Explanations,,conf/icml/Fawcett89,DBLP,learning from plausible explanations,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning the Behavior of Dynamical Systems form Examples,,conf/icml/Paredis89,DBLP,learning the behavior of dynamical systems form examples,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning to Plan in Complex Domains,,conf/icml/RudyK89,DBLP,learning to plan in complex domains,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning to Recognize Plans Involving Affect,,conf/icml/ORorkeCO89,DBLP,learning to recognize plans involving affect,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Learning to Retrieve Useful Information for Problem Solving,,conf/icml/Jones89,DBLP,learning to retrieve useful information for problem solving,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Limitations on Inductive Learning,,conf/icml/Dietterich89,DBLP,limitations on inductive learning,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Multi-Strategy Learning in Nonhomongeneous Domain Theories,,conf/icml/TecuciK89,DBLP,multi strategy learning in nonhomongeneous domain theories,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,New Empirical Learning Mechanisms Perform Significantly Better in Real Life Domains,,conf/icml/GamsK89,DBLP,new empirical learning mechanisms perform significantly better in real life domains,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,On Becoming Reactive,,conf/icml/BlytheM89,DBLP,on becoming reactive,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,One-Sided Algorithms for Integrating Empirical and Explanation-Based Learning,,conf/icml/SarrettP89,DBLP,one sided algorithms for integrating empirical and explanation based learning,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Overcoming Feature Space Bias in a Reactive Environment,,conf/icml/Tallis89,DBLP,overcoming feature space bias in a reactive environment,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Participatory Learning: A Constructivist Model,,conf/icml/YagerF89,DBLP,participatory learning a constructivist model,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Planning Approximate Plans for Use in the Real World,,conf/icml/Tadepalli89,DBLP,planning approximate plans for use in the real world,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,"Proceedings of the Sixth International Workshop on Machine Learning (ML 1989), Cornell University, Ithaca, New York, USA, June 26-27, 1989",,conf/icml/1989,DBLP,proceedings of the sixth international workshop on machine learning ml 1989 cornell university ithaca new york usa june 26 27 1989,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Processing Issues in Comparisons of Symbolic and Connectionist Learning Systems,,conf/icml/FisherMMST89,DBLP,processing issues in comparisons of symbolic and connectionist learning systems,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Reducing Redundant Learning,,conf/icml/Martin89,DBLP,reducing redundant learning,,,,,,,no_abstract_found,,0
ICML,pre_gpt,1989,Reducing Search and Learning Goal Preferences,,conf/icml/Morris89,DBLP,reducing search and learning goal preferences,,,,,,,no_abstract_found,,0
