venue,era,year,title,doi,dblp_key,canonical_source,normalized_title,abstract,abstract_source,matched_title,match_score,openalex_id,semantic_scholar_id,retrieval_status,retrieval_error,token_count
ICLR,pre_gpt,2017,A Baseline for Detecting Misclassified and Out-of-Distribution Examples in Neural Networks,,conf/iclr/HendrycksG17,DBLP,a baseline for detecting misclassified and out of distribution examples in neural networks,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,A Compare-Aggregate Model for Matching Text Sequences,,conf/iclr/Wang017,DBLP,a compare aggregate model for matching text sequences,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,A Differentiable Physics Engine for Deep Learning in Robotics,,conf/iclr/DegraveHDW17,DBLP,a differentiable physics engine for deep learning in robotics,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,A Simple but Tough-to-Beat Baseline for Sentence Embeddings,,conf/iclr/AroraLM17,DBLP,a simple but tough to beat baseline for sentence embeddings,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,A Smooth Optimisation Perspective on Training Feedforward Neural Networks,,conf/iclr/Shen17,DBLP,a smooth optimisation perspective on training feedforward neural networks,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,A Theoretical Framework for Robustness of (Deep) Classifiers against Adversarial Samples,,conf/iclr/WangGQ17,DBLP,a theoretical framework for robustness of deep classifiers against adversarial samples,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Accelerating Eulerian Fluid Simulation With Convolutional Networks,,conf/iclr/TompsonSSP17,DBLP,accelerating eulerian fluid simulation with convolutional networks,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Adaptive Feature Abstraction for Translating Video to Language,,conf/iclr/PuMGC17,DBLP,adaptive feature abstraction for translating video to language,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Adversarial Discriminative Domain Adaptation (workshop extended abstract),,conf/iclr/TzengHSD17,DBLP,adversarial discriminative domain adaptation workshop extended abstract,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Adversarial Feature Learning,,conf/iclr/DonahueKD17,DBLP,adversarial feature learning,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Adversarially Learned Inference,,conf/iclr/DumoulinBPLAMC17,DBLP,adversarially learned inference,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Amortised MAP Inference for Image Super-resolution,,conf/iclr/SonderbyCTSH17,DBLP,amortised map inference for image super resolution,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Arbitrary Style Transfer in Real-time with Adaptive Instance Normalization,,conf/iclr/HuangB17,DBLP,arbitrary style transfer in real time with adaptive instance normalization,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Bit-Pragmatic Deep Neural Network Computing,,conf/iclr/AlbericioJDSM17,DBLP,bit pragmatic deep neural network computing,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Capacity and Trainability in Recurrent Neural Networks,,conf/iclr/CollinsSS17,DBLP,capacity and trainability in recurrent neural networks,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Char2Wav: End-to-End Speech Synthesis,,conf/iclr/SoteloMKSKCB17,DBLP,char2wav end to end speech synthesis,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Charged Point Normalization: An Efficient Solution to the Saddle Point Problem,,conf/iclr/Aghajanyan17,DBLP,charged point normalization an efficient solution to the saddle point problem,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Compact Embedding of Binary-coded Inputs and Outputs using Bloom Filters,,conf/iclr/SerraK17,DBLP,compact embedding of binary coded inputs and outputs using bloom filters,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Compositional Kernel Machines,,conf/iclr/GensD17,DBLP,compositional kernel machines,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Coupling Distributed and Symbolic Execution for Natural Language Queries,,conf/iclr/MouL0J17,DBLP,coupling distributed and symbolic execution for natural language queries,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,DSD: Dense-Sparse-Dense Training for Deep Neural Networks,,conf/iclr/HanPNMGTEVPTCD17,DBLP,dsd dense sparse dense training for deep neural networks,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Dance Dance Convolution,,conf/iclr/DonahueLM17,DBLP,dance dance convolution,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,De novo drug design with deep generative models : an empirical study,,conf/iclr/ChertiKK17,DBLP,de novo drug design with deep generative models an empirical study,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Deep Biaffine Attention for Neural Dependency Parsing,,conf/iclr/DozatM17,DBLP,deep biaffine attention for neural dependency parsing,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Deep Information Propagation,,conf/iclr/SchoenholzGGS17,DBLP,deep information propagation,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Deep Kernel Machines via the Kernel Reparametrization Trick,,conf/iclr/MitrovicST17,DBLP,deep kernel machines via the kernel reparametrization trick,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Deep Learning with Sets and Point Clouds,,conf/iclr/RavanbakhshSP17,DBLP,deep learning with sets and point clouds,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Deep Nets Don't Learn via Memorization,,conf/iclr/KruegerBJAKMBFC17,DBLP,deep nets don t learn via memorization,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Deep Predictive Coding Networks for Video Prediction and Unsupervised Learning,,conf/iclr/LotterKC17,DBLP,deep predictive coding networks for video prediction and unsupervised learning,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Deep Variational Bayes Filters: Unsupervised Learning of State Space Models from Raw Data,,conf/iclr/KarlSBS17,DBLP,deep variational bayes filters unsupervised learning of state space models from raw data,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Density estimation using Real NVP,,conf/iclr/DinhSB17,DBLP,density estimation using real nvp,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Diet Networks: Thin Parameters for Fat Genomics,,conf/iclr/RomeroCESADLDHB17,DBLP,diet networks thin parameters for fat genomics,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Discrete Variational Autoencoders,,conf/iclr/Rolfe17,DBLP,discrete variational autoencoders,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Distributed Second-Order Optimization using Kronecker-Factored Approximations,,conf/iclr/BaGM17,DBLP,distributed second order optimization using kronecker factored approximations,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Do Deep Convolutional Nets Really Need to be Deep and Convolutional?,,conf/iclr/UrbanGKAWMPRC17,DBLP,do deep convolutional nets really need to be deep and convolutional,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Dropout with Expectation-linear Regularization,,conf/iclr/MaGHYDH17,DBLP,dropout with expectation linear regularization,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Dynamic Coattention Networks For Question Answering,,conf/iclr/XiongZS17,DBLP,dynamic coattention networks for question answering,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,EPOpt: Learning Robust Neural Network Policies Using Model Ensembles,,conf/iclr/RajeswaranGRL17,DBLP,epopt learning robust neural network policies using model ensembles,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Emergence of Language with Multi-agent Games: Learning to Communicate with Sequences of Symbols,,conf/iclr/HavrylovT17,DBLP,emergence of language with multi agent games learning to communicate with sequences of symbols,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Encoding and Decoding Representations with Sum- and Max-Product Networks,,conf/iclr/VergariPME17,DBLP,encoding and decoding representations with sum and max product networks,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,End-to-end Optimized Image Compression,,conf/iclr/BalleLS17,DBLP,end to end optimized image compression,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement,,conf/iclr/UsunierSLC17,DBLP,episodic exploration for deep deterministic policies for starcraft micromanagement,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Explaining the Learning Dynamics of Direct Feedback Alignment,,conf/iclr/GilmerRSRS17,DBLP,explaining the learning dynamics of direct feedback alignment,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Extrapolation and learning equations,,conf/iclr/MartiusL17,DBLP,extrapolation and learning equations,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Fast Chirplet Transform Injects Priors in Deep Learning of Animal Calls and Speech,,conf/iclr/GlotinRB17,DBLP,fast chirplet transform injects priors in deep learning of animal calls and speech,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Filter shaping for Convolutional Neural Networks,,conf/iclr/LiLFR17,DBLP,filter shaping for convolutional neural networks,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Fine-grained Analysis of Sentence Embeddings Using Auxiliary Prediction Tasks,,conf/iclr/AdiKBLG17,DBLP,fine grained analysis of sentence embeddings using auxiliary prediction tasks,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Generalizing Skills with Semi-Supervised Reinforcement Learning,,conf/iclr/FinnYFAL17,DBLP,generalizing skills with semi supervised reinforcement learning,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Generative Adversarial Learning of Markov Chains,,conf/iclr/SongZE17,DBLP,generative adversarial learning of markov chains,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Generative Models and Model Criticism via Optimized Maximum Mean Discrepancy,,conf/iclr/SutherlandTSDRS17,DBLP,generative models and model criticism via optimized maximum mean discrepancy,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Hadamard Product for Low-rank Bilinear Pooling,,conf/iclr/KimOLKHZ17,DBLP,hadamard product for low rank bilinear pooling,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Highway and Residual Networks learn Unrolled Iterative Estimation,,conf/iclr/GreffSS17,DBLP,highway and residual networks learn unrolled iterative estimation,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Hyperband: Bandit-Based Configuration Evaluation for Hyperparameter Optimization,,conf/iclr/LiJDRT17,DBLP,hyperband bandit based configuration evaluation for hyperparameter optimization,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Improving Generative Adversarial Networks with Denoising Feature Matching,,conf/iclr/Warde-FarleyB17,DBLP,improving generative adversarial networks with denoising feature matching,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Improving Policy Gradient by Exploring Under-appreciated Rewards,,conf/iclr/Nachum0S17,DBLP,improving policy gradient by exploring under appreciated rewards,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Incorporating long-range consistency in CNN-based texture generation,,conf/iclr/BergerM17,DBLP,incorporating long range consistency in cnn based texture generation,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Intelligent synapses for multi-task and transfer learning,,conf/iclr/PooleZG17,DBLP,intelligent synapses for multi task and transfer learning,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Joint Embeddings of Scene Graphs and Images,,conf/iclr/BelilovskyBKUZ17,DBLP,joint embeddings of scene graphs and images,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Joint Multimodal Learning with Deep Generative Models,,conf/iclr/SuzukiNM17,DBLP,joint multimodal learning with deep generative models,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Joint Training of Ratings and Reviews with Recurrent Recommender Networks,,conf/iclr/WuABS17,DBLP,joint training of ratings and reviews with recurrent recommender networks,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,LR-GAN: Layered Recursive Generative Adversarial Networks for Image Generation,,conf/iclr/YangKBP17,DBLP,lr gan layered recursive generative adversarial networks for image generation,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Learning Algorithms for Active Learning,,conf/iclr/BachmanST17,DBLP,learning algorithms for active learning,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Learning Curve Prediction with Bayesian Neural Networks,,conf/iclr/KleinFSH17,DBLP,learning curve prediction with bayesian neural networks,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Learning End-to-End Goal-Oriented Dialog,,conf/iclr/BordesBW17,DBLP,learning end to end goal oriented dialog,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Learning Features of Music From Scratch,,conf/iclr/ThickstunHK17,DBLP,learning features of music from scratch,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Learning Graphical State Transitions,,conf/iclr/Johnson17,DBLP,learning graphical state transitions,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Learning Invariant Representations Of Planar Curves,,conf/iclr/PaiWK17,DBLP,learning invariant representations of planar curves,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Learning and Policy Search in Stochastic Dynamical Systems with Bayesian Neural Networks,,conf/iclr/DepewegHDU17,DBLP,learning and policy search in stochastic dynamical systems with bayesian neural networks,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Learning to Act by Predicting the Future,,conf/iclr/DosovitskiyK17,DBLP,learning to act by predicting the future,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Learning to Discover Sparse Graphical Models,,conf/iclr/BelilovskyKVB17,DBLP,learning to discover sparse graphical models,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Learning to Navigate in Complex Environments,,conf/iclr/MirowskiPVSBBDG17,DBLP,learning to navigate in complex environments,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Learning to Play in a Day: Faster Deep Reinforcement Learning by Optimality Tightening,,conf/iclr/He0S017,DBLP,learning to play in a day faster deep reinforcement learning by optimality tightening,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,"Learning to Query, Reason, and Answer Questions On Ambiguous Texts",,conf/iclr/GuoKRBCKTTS17,DBLP,learning to query reason and answer questions on ambiguous texts,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Learning to superoptimize programs,,conf/iclr/BunelDKTK17,DBLP,learning to superoptimize programs,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Lie-Access Neural Turing Machines,,conf/iclr/YangR17,DBLP,lie access neural turing machines,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Lifelong Perceptual Programming By Example,,conf/iclr/GauntBKT17,DBLP,lifelong perceptual programming by example,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Loss-aware Binarization of Deep Networks,,conf/iclr/HouYK17,DBLP,loss aware binarization of deep networks,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Machine Comprehension Using Match-LSTM and Answer Pointer,,conf/iclr/Wang017a,DBLP,machine comprehension using match lstm and answer pointer,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Mean teachers are better role models: Weight-averaged consistency targets improve semi-supervised deep learning results,,conf/iclr/TarvainenV17,DBLP,mean teachers are better role models weight averaged consistency targets improve semi supervised deep learning results,,,,,,,no_abstract_found,,0
ICLR,pre_gpt,2017,Mode Regularized Generative Adversarial Networks,,conf/iclr/CheLJBL17,DBLP,mode regularized generative adversarial networks,,,,,,,no_abstract_found,,0
