venue,era,year,title,doi,dblp_key,canonical_source
AAAI,pre_gpt,1980,Knowledge Embedding in the Description System Omega,,conf/aaai/HewittAS80,DBLP
AAAI,pre_gpt,1980,Knowledge Representation for Syntactic/Semantic Processing,,conf/aaai/BobrowW80,DBLP
AAAI,pre_gpt,1980,Knowledge-Based Simulation,,conf/aaai/KlahrF80,DBLP
AAAI,pre_gpt,1980,Language and Memory: Generalization as a Part of Understanding,,conf/aaai/Lebowitz80,DBLP
AAAI,pre_gpt,1980,Locating Partially Visible Objects: The Local Feature Focus Method,,conf/aaai/Bolles80,DBLP
AAAI,pre_gpt,1980,Making Judgments,,conf/aaai/Berliner80,DBLP
AAAI,pre_gpt,1980,"Mapping Image Properties into Shape Constraints: Skewed Symmetry and Affine-Tramsfornable Patterns, and the Shape-from-Texture Paradigm",,conf/aaai/KenderK80,DBLP
AAAI,pre_gpt,1980,Max-Mim Chaining of Weighted Causal Assertions is Loop Free,,conf/aaai/NgW80,DBLP
AAAI,pre_gpt,1980,Meta-Planning,,conf/aaai/Wilensky80,DBLP
AAAI,pre_gpt,1980,Metaphors and Models,,conf/aaai/Genesereth80,DBLP
AAAI,pre_gpt,1980,Modelling Student Acquisition of Problem-Solving Skills,,conf/aaai/Smith80,DBLP
AAAI,pre_gpt,1980,Multiple-Agent Planning Systems,,conf/aaai/KonoligeN80,DBLP
AAAI,pre_gpt,1980,Narrative Text Summarization,,conf/aaai/Lehnert80,DBLP
AAAI,pre_gpt,1980,On Proving Laws of the Algebra of FP-Systems in Edinburgh LCF,,conf/aaai/Leszczylowski80,DBLP
AAAI,pre_gpt,1980,On Supporting the Use of Procedures in Office Work,,conf/aaai/FikesH80,DBLP
AAAI,pre_gpt,1980,On Waiting,,conf/aaai/Farley80,DBLP
AAAI,pre_gpt,1980,Organizing Memory and Keeping it Organized,,conf/aaai/Kolodner80,DBLP
AAAI,pre_gpt,1980,Overview of an Example Generation System,,conf/aaai/RisslandS80,DBLP
AAAI,pre_gpt,1980,Pathology on Game Trees: A Summary of Results,,conf/aaai/Nau80,DBLP
AAAI,pre_gpt,1980,Perceptual Reasoning in a Hostile Environment,,conf/aaai/GarveyF80,DBLP
AAAI,pre_gpt,1980,Performing Inferences over Recursive Data Bases,,conf/aaai/NaqviH80,DBLP
AAAI,pre_gpt,1980,Piaget and Artificial Intelligence,,conf/aaai/Rosenberg80,DBLP
AAAI,pre_gpt,1980,Problem Solving in Frame-Structured Systems Using Interactive Dialog,,conf/aaai/Reinstein80,DBLP
AAAI,pre_gpt,1980,"Proceedings of the 1st Annual National Conference on Artificial Intelligence, Stanford University, CA, USA, August 18-21, 1980",,conf/aaai/1980,DBLP
AAAI,pre_gpt,1980,Project EPISTLE: A System for the Automatic Analysis of Business Correspondence,,conf/aaai/Miller80,DBLP
AAAI,pre_gpt,1980,Quantifyimg and Simulating the Behavior of Knowledge-Based Interpretation Systems,,conf/aaai/LesserRP80,DBLP
AAAI,pre_gpt,1980,Question Ordering in a Mixed Intiative Program Specification Dialogue,,conf/aaai/Steinberg80,DBLP
AAAI,pre_gpt,1980,RI: an Expert in the Computer Systems Domain,,conf/aaai/McDermott80a,DBLP
AAAI,pre_gpt,1980,Real Time Causal Monitors for Complex Physical Sites,,conf/aaai/RiegerS80,DBLP
AAAI,pre_gpt,1980,Reasoning about Change in Knowledgeable Office Systems,,conf/aaai/Barber80,DBLP
AAAI,pre_gpt,1980,Representation of Control Knowledge in Expert Systems,,conf/aaai/Aikins80,DBLP
AAAI,pre_gpt,1980,Representation of Task-Specific Knowledge in a Gracefully Interacting User Interface,,conf/aaai/BallH80,DBLP
AAAI,pre_gpt,1980,Representing Knowledge in an Interactive Planner,,conf/aaai/RobinsonW80,DBLP
AAAI,pre_gpt,1980,Research on Expert Problem Solving in Physics,,conf/aaai/NovakA80,DBLP
AAAI,pre_gpt,1980,Rule-Based Inference in Large Knowledge Bases,,conf/aaai/Mark80,DBLP
AAAI,pre_gpt,1980,Rule-Based Models of Legal Expertise,,conf/aaai/WatermanP80,DBLP
AAAI,pre_gpt,1980,SCOUT: A Simple Game-Searching Algorithm with Proven Optimal Properties,,conf/aaai/Pearl80,DBLP
AAAI,pre_gpt,1980,Self-Correcting Generalization,,conf/aaai/Whitehill80,DBLP
AAAI,pre_gpt,1980,Shape Encoding and Subjective Contours,,conf/aaai/BradyGL80,DBLP
AAAI,pre_gpt,1980,Some Algorithm Design Methods,,conf/aaai/Tappel80,DBLP
AAAI,pre_gpt,1980,Some Requirements for a Computer-Based Legal Consultant,,conf/aaai/McCarty80,DBLP
AAAI,pre_gpt,1980,Spatial and Qualitative Aspects of Reasoning about Motion,,conf/aaai/Forbus80,DBLP
AAAI,pre_gpt,1980,Static Analysis of Moving Jointed Objects,,conf/aaai/Webb80,DBLP
AAAI,pre_gpt,1980,"Sticks, Plates, and Blobs: A Three-Dimensional Object Representation for Scene Analysis",,conf/aaai/ShapiroMMH80,DBLP
AAAI,pre_gpt,1980,Structure Comparison and Semantic Interpretation of Differences,,conf/aaai/Chiu80,DBLP
AAAI,pre_gpt,1980,The Semantic Interpretation of Nominal Compounds,,conf/aaai/Finin80,DBLP
AAAI,pre_gpt,1980,Theory Directed Reading Diagnosis Research Using Computer Simulation,,conf/aaai/WagnerV80,DBLP
AAAI,pre_gpt,1980,Towards an AI Model of Argumentation,,conf/aaai/BirnbaumFM80,DBLP
AAAI,pre_gpt,1980,Trouble-Shooting by Plausible Inference,,conf/aaai/Friedman80,DBLP
AAAI,pre_gpt,1980,Using a Matcher to Make an Expert Consultation System Behave Intelligently,,conf/aaai/Reboh80,DBLP
AAAI,pre_gpt,1980,What Should be Computed in Low Level Vision Systems,,conf/aaai/ThompsonY80,DBLP
AAAI,pre_gpt,1980,What's Wrong with Non-Monotonic Logic?,,conf/aaai/Israel80,DBLP
AAAI,pre_gpt,1980,When Expectation Fails: Towards a Self-Correcting Inference System,,conf/aaai/Granger80,DBLP
AAAI,pre_gpt,1982,A CSA Model-Based Nuclear Power Plant Consultant,,conf/aaai/Underwood82,DBLP
AAAI,pre_gpt,1982,A Corner Finding Algorithm for Image Analysis and Registration,,conf/aaai/FangH82,DBLP
AAAI,pre_gpt,1982,A Framework for Distributed Problem Solving,,conf/aaai/McArthurSC82,DBLP
AAAI,pre_gpt,1982,A General Paradigm for A.I. Search Procedures,,conf/aaai/NauKK82,DBLP
AAAI,pre_gpt,1982,A Model Based Vision System for Recognition of Machine Parts,,conf/aaai/IkeuchiS82,DBLP
AAAI,pre_gpt,1982,A Nonclausal Connection-Graph Resolution Theorem-Proving Program,,conf/aaai/Stickel82,DBLP
AAAI,pre_gpt,1982,A Program That Learns to Solve Rubik's Cube,,conf/aaai/Korf82,DBLP
AAAI,pre_gpt,1982,A Search Procedure for Perfect Information Games of Chance: Its Formulation and Analysis,,conf/aaai/Ballard82,DBLP
AAAI,pre_gpt,1982,A Synthetic Approach to Temporal Information Processing,,conf/aaai/Grover82,DBLP
AAAI,pre_gpt,1982,A System for Reasoning About Time,,conf/aaai/Vilain82,DBLP
AAAI,pre_gpt,1982,A Systematic Approach to Continuous Graph Labeling With Application to Computer Vision,,conf/aaai/DiamondNG82,DBLP
AAAI,pre_gpt,1982,ARBY: Diagnosis With Shallow Causal Models,,conf/aaai/McDermottB82,DBLP
AAAI,pre_gpt,1982,ARGOT: The Rochester Dialogue System,,conf/aaai/AllenFL82,DBLP
AAAI,pre_gpt,1982,Acquisition of Appropriate Bias for Inductive Concept Learning,,conf/aaai/UtgoffM82,DBLP
AAAI,pre_gpt,1982,Affect Processing for Narratives,,conf/aaai/Dyer82,DBLP
AAAI,pre_gpt,1982,An Efficient Collision Warning Algorithm for Robot Arms,,conf/aaai/Powell82,DBLP
AAAI,pre_gpt,1982,An Expert System That Volunteers Advice,,conf/aaai/ShragerF82,DBLP
AAAI,pre_gpt,1982,An Expert System for Interpreting Speech Patterns,,conf/aaai/MoriGSL82,DBLP
AAAI,pre_gpt,1982,An Explanation for Minimal Attachment and Right Association,,conf/aaai/Milne82,DBLP
AAAI,pre_gpt,1982,An Overview of PhiNIX,,conf/aaai/BarstowDSV82,DBLP
AAAI,pre_gpt,1982,Argument Molecules: A Functional Representation of Argument Structure,,conf/aaai/Birnbaum82,DBLP
AAAI,pre_gpt,1982,Automatic Schema Acquisition in a Natural Language Environment,,conf/aaai/DeJong82,DBLP
AAAI,pre_gpt,1982,Building Expert Systems for Controlling Complex Programs,,conf/aaai/WeissKAUPBS82,DBLP
AAAI,pre_gpt,1982,Circumscription Implies Predicate Completion (Sometimes),,conf/aaai/Reiter82,DBLP
AAAI,pre_gpt,1982,Circumscriptive Ignorance,,conf/aaai/Konolige82,DBLP
AAAI,pre_gpt,1982,Competence in Knowledge Representation,,conf/aaai/BrachmanL82,DBLP
AAAI,pre_gpt,1982,Conceptual Dependency and Montague Grammar: A Step Toward Conciliation,,conf/aaai/JonesW82,DBLP
AAAI,pre_gpt,1982,Consistent-Labeling Problems and Their Algorithms,,conf/aaai/Nudel82,DBLP
AAAI,pre_gpt,1982,DADO: A Tree-Structured Machine Architecture for Production Systems,,conf/aaai/StolfoS82,DBLP
AAAI,pre_gpt,1982,Deep Versus Compiled Knowledge Approaches to Diagnostic Problem-Solving,,conf/aaai/ChandrasekaranM82,DBLP
AAAI,pre_gpt,1982,Determining Surface Type From Surface Normals,,conf/aaai/AmaranthJ82,DBLP
AAAI,pre_gpt,1982,Development of an Overall Direction-of-Action Sensor for Robots,,conf/aaai/Okada82,DBLP
AAAI,pre_gpt,1982,Diagnosis Based on Description of Structure and Function,,conf/aaai/DavisSHWSP82,DBLP
AAAI,pre_gpt,1982,Diagnosis Using Hierarchical Design Models,,conf/aaai/Genesereth82,DBLP
AAAI,pre_gpt,1982,Dividing Up the Question Answering Process,,conf/aaai/Luria82,DBLP
AAAI,pre_gpt,1982,Edge Detection in Optical Flow Fields,,conf/aaai/ThompsonMB82,DBLP
AAAI,pre_gpt,1982,Efficient Minimum Information Updating for Bayesian Inferencing in Expert Systems,,conf/aaai/LemmerB82,DBLP
AAAI,pre_gpt,1982,Error Detection and Recovery in a Dynamic Planning Environment,,conf/aaai/WardM82,DBLP
AAAI,pre_gpt,1982,Evaluating Search Methods Analytically,,conf/aaai/PurdomB82,DBLP
AAAI,pre_gpt,1982,Event Shape Diagrams,,conf/aaai/Waltz82,DBLP
AAAI,pre_gpt,1982,Experiential Learning in Analogical Problem Solving,,conf/aaai/Carbonell82,DBLP
AAAI,pre_gpt,1982,Expert Systems: A User's Perspective of Some Current Tools,,conf/aaai/Ennis82,DBLP
AAAI,pre_gpt,1982,Final Position Control in Planar Horizontal Arm Movements,,conf/aaai/Delatizky82,DBLP
AAAI,pre_gpt,1982,Foundations of Envisioning,,conf/aaai/KleerB82,DBLP
AAAI,pre_gpt,1982,Frame-Based Computer Network Monitoring,,conf/aaai/Stabile82,DBLP
AAAI,pre_gpt,1982,GIST English Generator,,conf/aaai/Swartout82,DBLP
AAAI,pre_gpt,1982,GLISP: A High-Level Language for A.I. Programming,,conf/aaai/Novak82,DBLP
AAAI,pre_gpt,1982,Getting the Envisionment Right,,conf/aaai/Kuipers82,DBLP
AAAI,pre_gpt,1982,Graphical Animation From Knowledge,,conf/aaai/Neiman82,DBLP
AAAI,pre_gpt,1982,Heuretics: Theoretical and Experimental Study of Heuristic Rules,,conf/aaai/Lenat82,DBLP
AAAI,pre_gpt,1982,IDT: An Intelligent Diagnostic Tool,,conf/aaai/ShubinU82,DBLP
AAAI,pre_gpt,1982,Induction of Causal Relationships From a Time-Oriented Clinical Database: An Overview of the RX Project,,conf/aaai/Blum82,DBLP
AAAI,pre_gpt,1982,Information Acquisition in Diagnosis,,conf/aaai/PatilSS82,DBLP
AAAI,pre_gpt,1982,Inheritance of Statistical Properties,,conf/aaai/Rowe82,DBLP
AAAI,pre_gpt,1982,Intensity-Based Edge Classification,,conf/aaai/Witkin82,DBLP
AAAI,pre_gpt,1982,Job-Shop Scheduling: An Investigation in Constraint-Directed Reasoning,,conf/aaai/FoxAS82,DBLP
AAAI,pre_gpt,1982,Knowledge Integration in Text Recognition,,conf/aaai/SrihariH82,DBLP
AAAI,pre_gpt,1982,Knowledge Management: A Practical Amalgam of Knowledge and Data Base Technology,,conf/aaai/Kellogg82,DBLP
AAAI,pre_gpt,1982,Knowledge Representation Languages and Predicate Calculus: How to Have Your Cake and Eat It Too,,conf/aaai/Rich82,DBLP
AAAI,pre_gpt,1982,Learning by Chunking: Summary of a Task and a Model,,conf/aaai/RosenbloomN82,DBLP
AAAI,pre_gpt,1982,Local Computation of Shape,,conf/aaai/Pentland82,DBLP
AAAI,pre_gpt,1982,Modeling Motion With Qualitative Process Theory,,conf/aaai/Forbus82,DBLP
AAAI,pre_gpt,1982,Modeling and Using Physical Constraints in Scene Analysis,,conf/aaai/FischlerBBLQSW82,DBLP
AAAI,pre_gpt,1982,Monitors as Responses to Questions: Determining Competence,,conf/aaai/Mays82,DBLP
AAAI,pre_gpt,1982,Multiple Inheritance in Smalltalk-BO,,conf/aaai/BorningI82,DBLP
AAAI,pre_gpt,1982,On Being Contradictory,,conf/aaai/Flowers82,DBLP
AAAI,pre_gpt,1982,PANDORA: A Program for Doing Commonsense Planning in Complex Situations,,conf/aaai/Faletti82,DBLP
AAAI,pre_gpt,1982,PLANT/ds Revisited: Non-Homogeneous Evaluation Schema in Expert Systems,,conf/aaai/Uhrik82,DBLP
AAAI,pre_gpt,1982,Plan Recognition Strategies in Student Modeling: Prediction and Description,,conf/aaai/LondonC82,DBLP
AAAI,pre_gpt,1982,"Plan Understanding, Narrative Comprehension, and Story Schemas",,conf/aaai/Brewer82,DBLP
AAAI,pre_gpt,1982,Planning Natural-Language Utterances,,conf/aaai/Appelt82,DBLP
AAAI,pre_gpt,1982,"Proceedings of the National Conference on Artificial Intelligence, Pittsburgh, PA, USA, August 18-20, 1982",,conf/aaai/1982,DBLP
AAAI,pre_gpt,1982,Proof Methods in an Agenda-Based Natural-Deduction Theorem Prover,,conf/aaai/Tyson82,DBLP
AAAI,pre_gpt,1982,RABBIT: An Intelligent Database Assistant,,conf/aaai/TouWFHM82,DBLP
AAAI,pre_gpt,1982,REACTOR: An Expert System for Diagnosis and Treatment of Nuclear Reactor Accidents,,conf/aaai/Nelson82,DBLP
AAAI,pre_gpt,1982,Removing Restrictions in the Relational Data Base Model: An Application of Problem Solving Techniques,,conf/aaai/SiklossyL82,DBLP
AAAI,pre_gpt,1982,Representing Smooth Plane Curves for Recognition: Implications for Figure-Ground Reversal,,conf/aaai/HoffmanR82,DBLP
AAAI,pre_gpt,1982,Reverend Bayes on Inference Engines: A Distributed Hierarchical Approach,,conf/aaai/Pearl82,DBLP
AAAI,pre_gpt,1982,Route Finding in Street Maps by Computers and People,,conf/aaai/ElliottL82,DBLP
AAAI,pre_gpt,1982,SPEX: A Second-Generation Experiment Design System,,conf/aaai/IwasakiF82,DBLP
AAAI,pre_gpt,1982,SWIRL: An Object-Oriented Air Battle Simulator,,conf/aaai/KlahrMN82,DBLP
AAAI,pre_gpt,1982,Salience as a Simplifying Metaphor for Natural Language Generation,,conf/aaai/McDonaldC82,DBLP
AAAI,pre_gpt,1982,Scenarios as an Aid to Planning,,conf/aaai/WallR82,DBLP
AAAI,pre_gpt,1982,Segmentation of Images Into Regions Using Edge Information,,conf/aaai/Medioni82,DBLP
AAAI,pre_gpt,1982,Solving the Find-Path Problem by Good Representation of Free Space,,conf/aaai/Brooks82,DBLP
AAAI,pre_gpt,1982,Spatial and Temporal Reasoning in Geologic Map Interpretation,,conf/aaai/Simmons82,DBLP
AAAI,pre_gpt,1982,Stability of Automatic Guidance for a Mobile Robot,,conf/aaai/Shih82,DBLP
AAAI,pre_gpt,1982,Synchronization of Multi-Agent Plans,,conf/aaai/Rosenschein82,DBLP
AAAI,pre_gpt,1982,Talking to UNIX in English: An Overview of UC,,conf/aaai/Wilensky82,DBLP
AAAI,pre_gpt,1982,The CMU Rover,,conf/aaai/Moravec82,DBLP
AAAI,pre_gpt,1982,The CRITTER System: Analyzing Digital Circuits by Propagating Behaviors and Specifications,,conf/aaai/KellyS82,DBLP
AAAI,pre_gpt,1982,The QBKG System: Generating Explanations From a Non-Discrete Knowledge Representation,,conf/aaai/BerlinerA82,DBLP
AAAI,pre_gpt,1982,The Role of Experience in Development of Expertise,,conf/aaai/Kolodner82,DBLP
AAAI,pre_gpt,1982,The Role of Eye Position Information in Algorithms for Stereoscopic Matching,,conf/aaai/Prazdny82,DBLP
AAAI,pre_gpt,1982,The Role of Logic in Knowledge Representation and Commonsense Reasoning,,conf/aaai/Moore82,DBLP
AAAI,pre_gpt,1982,Toward Connectionist Parsing,,conf/aaai/SmallCS82,DBLP
AAAI,pre_gpt,1982,Toward a Learning of Object Models Using Analogical Objects and Verbal Instruction,,conf/aaai/AbeIT82,DBLP
AAAI,pre_gpt,1982,Tracking Known Three-Dimensional Objects,,conf/aaai/Gennery82,DBLP
AAAI,pre_gpt,1982,Unifying Data-Directed and Goal-Directed Control: An Example and Experiments,,conf/aaai/CorkillLH82,DBLP
AAAI,pre_gpt,1982,User Participation in the Reasoning Processes of Expert Systems,,conf/aaai/PollackHW82,DBLP
AAAI,pre_gpt,1982,Using Temporal Abstraction to Understand Recursive Programs Involving Side Effects,,conf/aaai/LaubschE82,DBLP
AAAI,pre_gpt,1982,Why Do Children Misunderstand Reversible Passives? The CHILD Program Learns to Understand Passive Sentences,,conf/aaai/Selfridge82,DBLP
AAAI,pre_gpt,1982,Why Perspective Is Difficult: How Two Algorithms Fail,,conf/aaai/Kender82,DBLP
AAAI,pre_gpt,1982,Word Learning With Hierarchy-Guided Inference,,conf/aaai/Keirsey82,DBLP
AAAI,pre_gpt,1982,Word Sense and Case Slot Disambiguation,,conf/aaai/HirstC82,DBLP
AAAI,pre_gpt,1983,A Chess Program That Chunks,,conf/aaai/CampbellB83,DBLP
AAAI,pre_gpt,1983,A Comparative Study of Control Strategies for Expert Systems: Age Implementation of Three Variations of PUFF,,conf/aaai/Aiello83,DBLP
AAAI,pre_gpt,1983,A Design Method for Relaxation Labeling Applications,,conf/aaai/Hummel83,DBLP
AAAI,pre_gpt,1983,"A Doubly Layered, Genetic Penetrance Learning System",,conf/aaai/Rendell83,DBLP
AAAI,pre_gpt,1983,A Model of Learning by Incremental Analogical Reasoning and Debugging,,conf/aaai/Burstein83,DBLP
AAAI,pre_gpt,1983,A New Inference Method for Frame-Based Expert Systems,,conf/aaai/ReggiaNW83,DBLP
AAAI,pre_gpt,1983,A Problem-Solver for Making Advice Operational,,conf/aaai/Mostow83,DBLP
AAAI,pre_gpt,1983,A Production System for Learning Plans From an Expert,,conf/aaai/BenjaminH83,DBLP
AAAI,pre_gpt,1983,A Rule-Based Approach to Information Retrieval: Some Results and Comments,,conf/aaai/TongSMD83,DBLP
AAAI,pre_gpt,1983,A Theorem-Prover for a Decidable Subset of Default Logic,,conf/aaai/BesnardQQ83,DBLP
AAAI,pre_gpt,1983,A Theory of Game Trees,,conf/aaai/TzengP83,DBLP
AAAI,pre_gpt,1983,A Variational Approach to Edge Detection,,conf/aaai/Canny83,DBLP
AAAI,pre_gpt,1983,Abstract Explanations of Strategy in a Diagnostic Consultation System,,conf/aaai/Hasling83,DBLP
AAAI,pre_gpt,1983,An Analysis of Genetic-Based Pattern Tracking and Cognitive-Based Component Tracking Models of Adaptation,,conf/aaai/PettitS83,DBLP
AAAI,pre_gpt,1983,An Analysis of a Welfare Eligibility Determination Interview: A Planning Approach,,conf/aaai/Subrahmanian83,DBLP
AAAI,pre_gpt,1983,An Automatic Algorithm Designer: An Initial Implementation,,conf/aaai/KantN83,DBLP
AAAI,pre_gpt,1983,An Intelligent Aid for Circuit Redesign,,conf/aaai/MitchellSKKSW83,DBLP
AAAI,pre_gpt,1983,An Iterative Method for Reconstructing Convex Polyhedra From External Guassian Images,,conf/aaai/Little83,DBLP
AAAI,pre_gpt,1983,An Object-Oriented Simulator for the Apiary,,conf/aaai/Lieberman83,DBLP
AAAI,pre_gpt,1983,An Overview of Meta-Level Architecture,,conf/aaai/Genesereth83,DBLP
AAAI,pre_gpt,1983,An Overview of the Penman Text Generation System,,conf/aaai/Mann83,DBLP
AAAI,pre_gpt,1983,Analysis of Physiological Behavior Using a Causal Model Based on First Principles,,conf/aaai/Kunz83,DBLP
AAAI,pre_gpt,1983,Analyzing the Roles of Descriptions and Actions in Open Systems,,conf/aaai/HewittJ83,DBLP
AAAI,pre_gpt,1983,Appropriate Lengths Between Phalanges of Multijointed Fingers for Stable Grasping,,conf/aaai/OkadaK83,DBLP
AAAI,pre_gpt,1983,Communication and Interaction in Multi-Agent Planning,,conf/aaai/Georgeff83,DBLP
AAAI,pre_gpt,1983,Constraining a Deterministic Parser,,conf/aaai/BachenkoHF83,DBLP
AAAI,pre_gpt,1983,Data Dependencies on Inequalities,,conf/aaai/McDermott83,DBLP
AAAI,pre_gpt,1983,Default Reasoning Using Monotonic Logic: A Modest Proposal,,conf/aaai/Nutter83,DBLP
AAAI,pre_gpt,1983,Default Reasoning as Likelihood Reasoning,,conf/aaai/Rich83,DBLP
AAAI,pre_gpt,1983,Derivational Analogy and Its Role in Problem Solving,,conf/aaai/Carbonell83,DBLP
AAAI,pre_gpt,1983,Deterministic and Bottom-Up Parsing in Prolog,,conf/aaai/Stabler83,DBLP
AAAI,pre_gpt,1983,Diagnosis Via Causal Reasoning: Paths of Interaction and the Locality Principle,,conf/aaai/Davis83,DBLP
AAAI,pre_gpt,1983,Episodic Learning,,conf/aaai/KiblerP83,DBLP
AAAI,pre_gpt,1983,Expert System Consultation Control Strategy,,conf/aaai/SlagleG83,DBLP
AAAI,pre_gpt,1983,Find-Path for a PUMA-Class Robot,,conf/aaai/Brooks83a,DBLP
AAAI,pre_gpt,1983,Finding All of the Solutions to a Problem,,conf/aaai/Smith83,DBLP
AAAI,pre_gpt,1983,Generating Hypotheses to Explain Prediction Failures,,conf/aaai/Salzberg83,DBLP
AAAI,pre_gpt,1983,"Human Procedural Skill Acquisition: Theory, Model and Psychological Validation",,conf/aaai/VanLehn83,DBLP
AAAI,pre_gpt,1983,IMPULSE: A Display Oriented Editor for STROBE,,conf/aaai/SchoenS83,DBLP
AAAI,pre_gpt,1983,Improving the Expressiveness of Many Sorted Logic,,conf/aaai/Cohn83,DBLP
AAAI,pre_gpt,1983,Inference-Driven Semantic Analysis,,conf/aaai/Palmer83,DBLP
AAAI,pre_gpt,1983,Intelligent Control Using Integrity Constraints,,conf/aaai/KohliM83,DBLP
AAAI,pre_gpt,1983,Interactive Script Instantiation,,conf/aaai/Pazzani83,DBLP
AAAI,pre_gpt,1983,KRYPTON: Integrating Terminology and Assertion,,conf/aaai/BrachmanLF83,DBLP
AAAI,pre_gpt,1983,Knowledge-Based Programming Using Abstract Data Types,,conf/aaai/Novak83,DBLP
