venue,era,year,title,doi,dblp_key,canonical_source
ICLR,pre_gpt,2013,Gradient Driven Learning for Pooling in Visual Pipeline Feature Extraction Models,,journals/corr/abs-1301-3755,DBLP
ICLR,pre_gpt,2013,Herded Gibbs Sampling,,journals/corr/abs-1301-4168,DBLP
ICLR,pre_gpt,2013,Hierarchical Data Representation Model - Multi-layer NMF,,journals/corr/abs-1301-6316,DBLP
ICLR,pre_gpt,2013,Indoor Semantic Segmentation using depth information,,journals/corr/abs-1301-3572,DBLP
ICLR,pre_gpt,2013,Information Theoretic Learning with Infinitely Divisible Kernels,,journals/corr/abs-1301-3551,DBLP
ICLR,pre_gpt,2013,Jitter-Adaptive Dictionary Learning - Application to Multi-Trial Neuroelectric Signals,,journals/corr/abs-1301-3611,DBLP
ICLR,pre_gpt,2013,Joint Training Deep Boltzmann Machines for Classification,,journals/corr/abs-1301-3568,DBLP
ICLR,pre_gpt,2013,Knowledge Matters: Importance of Prior Information for Optimization,,journals/corr/abs-1301-4083,DBLP
ICLR,pre_gpt,2013,Latent Relation Representations for Universal Schemas,,journals/corr/abs-1301-4293,DBLP
ICLR,pre_gpt,2013,Learnable Pooling Regions for Image Classification,,journals/corr/abs-1301-3516,DBLP
ICLR,pre_gpt,2013,Learning Features with Structure-Adapting Multi-view Exponential Family Harmoniums,,journals/corr/abs-1301-3539,DBLP
ICLR,pre_gpt,2013,Learning New Facts From Knowledge Bases With Neural Tensor Networks and Semantic Word Vectors,,journals/corr/abs-1301-3618,DBLP
ICLR,pre_gpt,2013,Learning Stable Group Invariant Representations with Convolutional Networks,,journals/corr/abs-1301-3537,DBLP
ICLR,pre_gpt,2013,Linear-Nonlinear-Poisson Neurons Can Do Inference On Deep Boltzmann Machines,,journals/corr/abs-1210-8442,DBLP
ICLR,pre_gpt,2013,Local Component Analysis,,journals/corr/abs-1109-0093,DBLP
ICLR,pre_gpt,2013,Matrix Approximation under Local Low-Rank Assumption,,journals/corr/abs-1301-3192,DBLP
ICLR,pre_gpt,2013,Metric-Free Natural Gradient for Joint-Training of Boltzmann Machines,,journals/corr/abs-1301-3545,DBLP
ICLR,pre_gpt,2013,Natural Gradient Revisited,,journals/corr/abs-1301-3584v4,DBLP
ICLR,pre_gpt,2013,Pushing Stochastic Gradient towards Second-Order Methods -- Backpropagation Learning with Transformations in Nonlinearities,,journals/corr/abs-1301-3476,DBLP
ICLR,pre_gpt,2013,Regularized Auto-Encoders Estimate Local Statistics,,journals/corr/abs-1211-4246,DBLP
ICLR,pre_gpt,2013,Regularized Discriminant Embedding for Visual Descriptor Learning,,journals/corr/abs-1301-3644,DBLP
ICLR,pre_gpt,2013,Saturating Auto-Encoder,,journals/corr/abs-1301-3577,DBLP
ICLR,pre_gpt,2013,Stochastic Pooling for Regularization of Deep Convolutional Neural Networks,,journals/corr/abs-1301-3557,DBLP
ICLR,pre_gpt,2013,The Diagonalized Newton Algorithm for Nonnegative Matrix Factorization,,journals/corr/abs-1301-3389,DBLP
ICLR,pre_gpt,2013,The Manifold of Human Emotions,,journals/corr/abs-1301-3214,DBLP
ICLR,pre_gpt,2013,The Neural Representation Benchmark and its Evaluation on Brain and Machine,,journals/corr/abs-1301-3530,DBLP
ICLR,pre_gpt,2013,Training Neural Networks with Stochastic Hessian-Free Optimization,,journals/corr/abs-1301-3641,DBLP
ICLR,pre_gpt,2013,Tree structured sparse coding on cubes,,journals/corr/abs-1301-3590,DBLP
ICLR,pre_gpt,2013,Two SVDs produce more focal deep learning representations,,journals/corr/abs-1301-3627,DBLP
ICLR,pre_gpt,2013,Unsupervised Feature Learning for low-level Local Image Descriptors,,journals/corr/abs-1301-2840,DBLP
ICLR,pre_gpt,2013,Visual Objects Classification with Sliding Spatial Pyramid Matching,,journals/corr/abs-1212-3767,DBLP
ICLR,pre_gpt,2013,When Does a Mixture of Products Contain a Product of Mixtures?,,journals/corr/abs-1206-0387,DBLP
ICLR,pre_gpt,2013,Why Size Matters: Feature Coding as Nystrom Sampling,,journals/corr/abs-1301-5348,DBLP
ICLR,pre_gpt,2013,Zero-Shot Learning Through Cross-Modal Transfer,,journals/corr/abs-1301-3666,DBLP
ICLR,pre_gpt,2014,"2nd International Conference on Learning Representations, ICLR 2014, Banff, AB, Canada, April 14-16, 2014, Conference Track Proceedings",,conf/iclr/2014,DBLP
ICLR,pre_gpt,2014,"2nd International Conference on Learning Representations, ICLR 2014, Banff, AB, Canada, April 14-16, 2014, Workshop Track Proceedings",,conf/iclr/2014w,DBLP
ICLR,pre_gpt,2014,A Generative Product-of-Filters Model of Audio,,journals/corr/LiangHM13,DBLP
ICLR,pre_gpt,2014,A New Method for Learning Deep Recurrent Neural Networks,,journals/corr/ChenD13,DBLP
ICLR,pre_gpt,2014,A Simple Model for Learning Multilingual Compositional Semantics,,journals/corr/HermannB13,DBLP
ICLR,pre_gpt,2014,An Architecture for Distinguishing between Predictors and Inhibitors in Reinforcement Learning,,journals/corr/ConnorT13,DBLP
ICLR,pre_gpt,2014,An Empirical Investigation of Catastrophic Forgeting in Gradient-Based Neural Networks,,journals/corr/GoodfellowMDCB13,DBLP
ICLR,pre_gpt,2014,An empirical analysis of dropout in piecewise linear networks,,journals/corr/Warde-FarleyGCB13,DBLP
ICLR,pre_gpt,2014,Approximated Infomax Early Stopping: Revisiting Gaussian RBMs on Natural Images,,journals/corr/KiwakiMA13,DBLP
ICLR,pre_gpt,2014,Auto-Encoding Variational Bayes,,journals/corr/KingmaW13,DBLP
ICLR,pre_gpt,2014,Bounding the Test Log-Likelihood of Generative Models,,journals/corr/BengioY13,DBLP
ICLR,pre_gpt,2014,Can recursive neural tensor networks learn logical reasoning?,,journals/corr/Bowman13,DBLP
ICLR,pre_gpt,2014,Continuous Learning: Engineering Super Features With Feature Algebras,,journals/corr/Tetelman13,DBLP
ICLR,pre_gpt,2014,Correlation-based construction of neighborhood and edge features,,journals/corr/Kegl13a,DBLP
ICLR,pre_gpt,2014,Deep Belief Networks for Image Denoising,,journals/corr/KeyvanradPH13,DBLP
ICLR,pre_gpt,2014,Deep Convolutional Ranking for Multilabel Image Annotation,,journals/corr/GongJLTI13,DBLP
ICLR,pre_gpt,2014,Deep Inside Convolutional Networks: Visualising Image Classification Models and Saliency Maps,,journals/corr/SimonyanVZ13,DBLP
ICLR,pre_gpt,2014,Deep Learning Embeddings for Discontinuous Linguistic Units,,journals/corr/YinS13,DBLP
ICLR,pre_gpt,2014,Deep and Wide Multiscale Recursive Networks for Robust Image Labeling,,journals/corr/HuangJ13,DBLP
ICLR,pre_gpt,2014,Deep learning for class-generic object detection,,journals/corr/HuvalCN13,DBLP
ICLR,pre_gpt,2014,Deep learning for neuroimaging: a validation study,,journals/corr/PlisHSC13,DBLP
ICLR,pre_gpt,2014,Distributional Models and Deep Learning Embeddings: Combining the Best of Both Worlds,,journals/corr/SergienyaS13,DBLP
ICLR,pre_gpt,2014,EXMOVES: Classifier-based Features for Scalable Action Recognition,,journals/corr/TranT13,DBLP
ICLR,pre_gpt,2014,Efficient Visual Coding: From Retina To V2,,journals/corr/ShanC13,DBLP
ICLR,pre_gpt,2014,End-to-End Text Recognition with Hybrid HMM Maxout Models,,journals/corr/AlsharifP13,DBLP
ICLR,pre_gpt,2014,Exact solutions to the nonlinear dynamics of learning in deep linear neural networks,,journals/corr/SaxeMG13,DBLP
ICLR,pre_gpt,2014,Factorial Hidden Markov Models for Learning Representations of Natural Language,,journals/corr/NepalY13,DBLP
ICLR,pre_gpt,2014,Fast Training of Convolutional Networks through FFTs,,journals/corr/MathieuHL13,DBLP
ICLR,pre_gpt,2014,GPU Asynchronous Stochastic Gradient Descent to Speed Up Neural Network Training,,journals/corr/PaineJYLH13,DBLP
ICLR,pre_gpt,2014,Generic Deep Networks with Wavelet Scattering,,journals/corr/OyallonMS13,DBLP
ICLR,pre_gpt,2014,Group-sparse Embeddings in Collective Matrix Factorization,,journals/corr/KlamiBT13,DBLP
ICLR,pre_gpt,2014,How to Construct Deep Recurrent Neural Networks,,journals/corr/PascanuGCB13,DBLP
ICLR,pre_gpt,2014,Image Representation Learning Using Graph Regularized Auto-Encoders,,journals/corr/LiaoWL13,DBLP
ICLR,pre_gpt,2014,Improving Deep Neural Networks with Probabilistic Maxout Units,,journals/corr/SpringenbergR13,DBLP
ICLR,pre_gpt,2014,Intriguing properties of neural networks,,journals/corr/SzegedyZSBEGF13,DBLP
ICLR,pre_gpt,2014,Learned versus Hand-Designed Feature Representations for 3d Agglomeration,,journals/corr/BogovicHJ13,DBLP
ICLR,pre_gpt,2014,Learning Factored Representations in a Deep Mixture of Experts,,journals/corr/EigenRS13,DBLP
ICLR,pre_gpt,2014,Learning High-level Image Representation for Image Retrieval via Multi-Task DNN using Clickthrough Data,,journals/corr/BaiYYMZ13,DBLP
ICLR,pre_gpt,2014,Learning Human Pose Estimation Features with Convolutional Networks,,journals/corr/JainTATB13,DBLP
ICLR,pre_gpt,2014,Learning Information Spread in Content Networks,,journals/corr/LagnierBLDG13,DBLP
ICLR,pre_gpt,2014,"Learning Non-Linear Feature Maps, With An Application To Representation Learning",,journals/corr/AthanasakisSF13a,DBLP
ICLR,pre_gpt,2014,Learning Semantic Script Knowledge with Event Embeddings,,journals/corr/ModiT13,DBLP
ICLR,pre_gpt,2014,Learning States Representations in POMDP,,journals/corr/ContardoDAG13,DBLP
ICLR,pre_gpt,2014,Learning Transformations for Classification Forests,,journals/corr/QiuS13b,DBLP
ICLR,pre_gpt,2014,Low-Rank Approximations for Conditional Feedforward Computation in Deep Neural Networks,,journals/corr/DavisA13,DBLP
ICLR,pre_gpt,2014,Modeling correlations in spontaneous activity of visual cortex with centered Gaussian-binary deep Boltzmann machines,,journals/corr/WangWJ13,DBLP
ICLR,pre_gpt,2014,Multi-GPU Training of ConvNets,,journals/corr/YadanATR13,DBLP
ICLR,pre_gpt,2014,Multi-View Priors for Learning Detectors from Sparse Viewpoint Data,,journals/corr/PepikSGS13,DBLP
ICLR,pre_gpt,2014,Multi-digit Number Recognition from Street View Imagery using Deep Convolutional Neural Networks,,journals/corr/GoodfellowBIAS13,DBLP
ICLR,pre_gpt,2014,Multimodal Transitions for Generative Stochastic Networks,,journals/corr/OzairYB13,DBLP
ICLR,pre_gpt,2014,Network In Network,,journals/corr/LinCY13,DBLP
ICLR,pre_gpt,2014,Neuronal Synchrony in Complex-Valued Deep Networks,,journals/corr/ReichertS13,DBLP
ICLR,pre_gpt,2014,On Fast Dropout and its Applicability to Recurrent Networks,,journals/corr/BayerOCUS13,DBLP
ICLR,pre_gpt,2014,On the number of inference regions of deep feed forward networks with piece-wise linear activations,,journals/corr/PascanuMB13,DBLP
ICLR,pre_gpt,2014,One-Shot Adaptation of Supervised Deep Convolutional Models,,journals/corr/HoffmanTDJSD13,DBLP
ICLR,pre_gpt,2014,"OverFeat: Integrated Recognition, Localization and Detection using Convolutional Networks",,journals/corr/SermanetEZMFL13,DBLP
ICLR,pre_gpt,2014,Rate-Distortion Auto-Encoders,,journals/corr/GiraldoP13,DBLP
ICLR,pre_gpt,2014,Relaxations for inference in restricted Boltzmann machines,,journals/corr/WangFLM13,DBLP
ICLR,pre_gpt,2014,Revisiting Natural Gradient for Deep Networks,,journals/corr/abs-1301-3584,DBLP
ICLR,pre_gpt,2014,Semistochastic Quadratic Bound Methods for Convex and Nonconvex Learning Problems,,journals/corr/AravkinCKJ13,DBLP
ICLR,pre_gpt,2014,Sequentially Generated Instance-Dependent Image Representations for Classification,,journals/corr/Dulac-ArnoldDTCG13,DBLP
ICLR,pre_gpt,2014,Some Improvements on Deep Convolutional Neural Network Based Image Classification,,journals/corr/Howard13,DBLP
ICLR,pre_gpt,2014,Sparse similarity-preserving hashing,,journals/corr/MasciBBSS13,DBLP
ICLR,pre_gpt,2014,Spectral Networks and Locally Connected Networks on Graphs,,journals/corr/BrunaZSL13,DBLP
ICLR,pre_gpt,2014,Stochastic Gradient Estimate Variance in Contrastive Divergence and Persistent Contrastive Divergence,,journals/corr/BerglundR13,DBLP
ICLR,pre_gpt,2014,Stopping Criteria in Contrastive Divergence: Alternatives to the Reconstruction Error,,journals/corr/BuchacaRMD13,DBLP
ICLR,pre_gpt,2014,The return of AdaBoost.MH: multi-class Hamming trees,,journals/corr/Kegl13,DBLP
ICLR,pre_gpt,2014,The role of spatio-temporal synchrony in the encoding of motion,,journals/corr/KondaMM13,DBLP
ICLR,pre_gpt,2014,Understanding Deep Architectures using a Recursive Convolutional Network,,journals/corr/EigenRFL13,DBLP
ICLR,pre_gpt,2014,Unit Tests for Stochastic Optimization,,journals/corr/SchaulAS13,DBLP
ICLR,pre_gpt,2014,Unsupervised Feature Learning by Deep Sparse Coding,,journals/corr/HeKWSQ13,DBLP
ICLR,pre_gpt,2014,Unsupervised feature learning by augmenting single images,,journals/corr/DosovitskiySB13,DBLP
ICLR,pre_gpt,2014,Zero-Shot Learning and Clustering for Semantic Utterance Classification,,journals/corr/DauphinTHH14,DBLP
ICLR,pre_gpt,2014,Zero-Shot Learning by Convex Combination of Semantic Embeddings,,journals/corr/NorouziMBSSFCD13,DBLP
ICLR,pre_gpt,2014,k-Sparse Autoencoders,,journals/corr/MakhzaniF13,DBLP
ICLR,pre_gpt,2015,"3rd International Conference on Learning Representations, ICLR 2015, San Diego, CA, USA, May 7-9, 2015, Conference Track Proceedings",,conf/iclr/2015,DBLP
ICLR,pre_gpt,2015,"3rd International Conference on Learning Representations, ICLR 2015, San Diego, CA, USA, May 7-9, 2015, Workshop Track Proceedings",,conf/iclr/2015w,DBLP
ICLR,pre_gpt,2015,A Generative Model for Deep Convolutional Learning,,journals/corr/PuYC15,DBLP
ICLR,pre_gpt,2015,A Group Theoretic Perspective on Unsupervised Deep Learning,,journals/corr/PaulV15,DBLP
ICLR,pre_gpt,2015,A Unified Perspective on Multi-Domain and Multi-Task Learning,,journals/corr/YangH14a,DBLP
ICLR,pre_gpt,2015,Adam: A Method for Stochastic Optimization,,journals/corr/KingmaB14,DBLP
ICLR,pre_gpt,2015,"Algorithmic Robustness for Semi-Supervised (ε, γ, τ)-Good Metric Learning",,journals/corr/NicolaeSHGA14,DBLP
ICLR,pre_gpt,2015,An Analysis of Unsupervised Pre-training in Light of Recent Advances,,journals/corr/PaineKHH14,DBLP
ICLR,pre_gpt,2015,Attention for Fine-Grained Categorization,,journals/corr/SermanetFR14,DBLP
ICLR,pre_gpt,2015,Audio Source Separation with Discriminative Scattering Networks,,journals/corr/SprechmannBL14,DBLP
ICLR,pre_gpt,2015,Automatic Discovery and Optimization of Parts for Image Classification,,journals/corr/PariziVZF14,DBLP
ICLR,pre_gpt,2015,Classifier with Hierarchical Topographical Maps as Internal Representation,,journals/corr/HartonoHT14,DBLP
ICLR,pre_gpt,2015,Compact Part-Based Image Representations: Extremal Competition and Overgeneralization,,journals/corr/GoesslingA14,DBLP
ICLR,pre_gpt,2015,Deep Captioning with Multimodal Recurrent Neural Networks (m-RNN),,journals/corr/MaoXYWY14a,DBLP
ICLR,pre_gpt,2015,Deep Gaze I: Boosting Saliency Prediction with Feature Maps Trained on ImageNet,,journals/corr/KummererTB14,DBLP
ICLR,pre_gpt,2015,Deep Narrow Boltzmann Machines are Universal Approximators,,journals/corr/Montufar14,DBLP
ICLR,pre_gpt,2015,Deep Networks With Large Output Spaces,,journals/corr/VijayanarasimhanSMY14,DBLP
ICLR,pre_gpt,2015,Deep Structured Output Learning for Unconstrained Text Recognition,,journals/corr/JaderbergSVZ14b,DBLP
ICLR,pre_gpt,2015,Deep learning with Elastic Averaging SGD,,journals/corr/ZhangCL14a,DBLP
ICLR,pre_gpt,2015,Deep metric learning using Triplet network,,journals/corr/HofferA14,DBLP
ICLR,pre_gpt,2015,Denoising autoencoder with modulated lateral connections learns invariant representations of natural images,,journals/corr/RasmusRV14,DBLP
ICLR,pre_gpt,2015,Discovering Hidden Factors of Variation in Deep Networks,,journals/corr/CheungLBO14,DBLP
ICLR,pre_gpt,2015,Diverse Embedding Neural Network Language Models,,journals/corr/AudhkhasiSR14,DBLP
ICLR,pre_gpt,2015,Efficient Exact Gradient Update for training Deep Networks with Very Large Sparse Targets,,journals/corr/Vincent14,DBLP
ICLR,pre_gpt,2015,Embedding Entities and Relations for Learning and Inference in Knowledge Bases,,journals/corr/YangYHGD14a,DBLP
ICLR,pre_gpt,2015,Embedding Word Similarity with Neural Machine Translation,,journals/corr/HillCJDB14a,DBLP
ICLR,pre_gpt,2015,Ensemble of Generative and Discriminative Techniques for Sentiment Analysis of Movie Reviews,,journals/corr/MesnilMRB14,DBLP
ICLR,pre_gpt,2015,Entity-Augmented Distributional Semantics for Discourse Relations,,journals/corr/JiE14a,DBLP
ICLR,pre_gpt,2015,Example Selection For Dictionary Learning,,journals/corr/TsuchidaC14,DBLP
ICLR,pre_gpt,2015,Explaining and Harnessing Adversarial Examples,,journals/corr/GoodfellowSS14,DBLP
ICLR,pre_gpt,2015,Explorations on high dimensional landscapes,,journals/corr/SagunGL14,DBLP
ICLR,pre_gpt,2015,Fast Convolutional Nets With fbfft: A GPU Performance Evaluation,,journals/corr/VasilacheJMCPL14,DBLP
ICLR,pre_gpt,2015,Fast Label Embeddings for Extremely Large Output Spaces,,journals/corr/MineiroK15,DBLP
ICLR,pre_gpt,2015,FitNets: Hints for Thin Deep Nets,,journals/corr/RomeroBKCGB14,DBLP
ICLR,pre_gpt,2015,Flattened Convolutional Neural Networks for Feedforward Acceleration,,journals/corr/JinDC14,DBLP
ICLR,pre_gpt,2015,Fully Convolutional Multi-Class Multiple Instance Learning,,journals/corr/PathakSLD14,DBLP
ICLR,pre_gpt,2015,Generative Class-conditional Autoencoders,,journals/corr/RudyT14,DBLP
ICLR,pre_gpt,2015,Generative Modeling of Convolutional Neural Networks,,journals/corr/DaiW14,DBLP
ICLR,pre_gpt,2015,Gradual Training Method for Denoising Auto Encoders,,journals/corr/KalmanovichC15,DBLP
ICLR,pre_gpt,2015,Hot Swapping for Online Adaptation of Optimization Hyperparameters,,journals/corr/BacheDS14,DBLP
ICLR,pre_gpt,2015,Improving zero-shot learning by mitigating the hubness problem,,journals/corr/DinuB14,DBLP
ICLR,pre_gpt,2015,In Search of the Real Inductive Bias: On the Role of Implicit Regularization in Deep Learning,,journals/corr/NeyshaburTS14,DBLP
ICLR,pre_gpt,2015,Incorporating Both Distributional and Relational Semantics in Word Representations,,journals/corr/FriedD14a,DBLP
ICLR,pre_gpt,2015,Inducing Semantic Representation from Text by Jointly Predicting and Factorizing Relations,,journals/corr/TitovK14a,DBLP
ICLR,pre_gpt,2015,Joint RNN-Based Greedy Parsing and Word Composition,,journals/corr/LegrandC14,DBLP
ICLR,pre_gpt,2015,Learning Activation Functions to Improve Deep Neural Networks,,journals/corr/AgostinelliHSB14,DBLP
ICLR,pre_gpt,2015,Learning Compact Convolutional Neural Networks with Nested Dropout,,journals/corr/FinnHD14,DBLP
ICLR,pre_gpt,2015,Learning Deep Structured Models,,journals/corr/ChenSYU14,DBLP
ICLR,pre_gpt,2015,Learning Longer Memory in Recurrent Neural Networks,,journals/corr/MikolovJCMR14,DBLP
ICLR,pre_gpt,2015,Learning Non-deterministic Representations with Energy-based Ensembles,,journals/corr/Al-ShedivatNC14,DBLP
ICLR,pre_gpt,2015,Learning from Noisy Labels with Deep Neural Networks,,journals/corr/SukhbaatarF14,DBLP
ICLR,pre_gpt,2015,Learning linearly separable features for speech recognition using convolutional neural networks,,journals/corr/PalazMC14,DBLP
ICLR,pre_gpt,2015,Leveraging Monolingual Data for Crosslingual Compositional Word Representations,,journals/corr/SoyerSA14,DBLP
ICLR,pre_gpt,2015,Low precision arithmetic for deep learning,,journals/corr/CourbariauxBD14,DBLP
ICLR,pre_gpt,2015,Memory Networks,,journals/corr/WestonCB14,DBLP
ICLR,pre_gpt,2015,Modeling Compositionality with Multiplicative Recurrent Neural Networks,,journals/corr/IrsoyC14,DBLP
ICLR,pre_gpt,2015,Move Evaluation in Go Using Deep Convolutional Neural Networks,,journals/corr/MaddisonHSS14,DBLP
ICLR,pre_gpt,2015,Multiple Object Recognition with Visual Attention,,journals/corr/BaMK14,DBLP
ICLR,pre_gpt,2015,N-gram-Based Low-Dimensional Representation for Document Classification,,journals/corr/LebretC14a,DBLP
ICLR,pre_gpt,2015,NICE: Non-linear Independent Components Estimation,,journals/corr/DinhKB14,DBLP
ICLR,pre_gpt,2015,Neural Machine Translation by Jointly Learning to Align and Translate,,journals/corr/BahdanauCB14,DBLP
ICLR,pre_gpt,2015,Object Detectors Emerge in Deep Scene CNNs,,journals/corr/ZhouKLOT14,DBLP
ICLR,pre_gpt,2015,On distinguishability criteria for estimating generative models,,journals/corr/Goodfellow14,DBLP
ICLR,pre_gpt,2015,On the Importance of a Hierarchy for Learning Continuous Vector Representations of a Label Space,,journals/corr/NamF14,DBLP
ICLR,pre_gpt,2015,On the Stability of Deep Networks,,journals/corr/GiryesSB14,DBLP
ICLR,pre_gpt,2015,Parallel training of Deep Neural Networks with Natural Gradient and Parameter Averaging,,journals/corr/PoveyZK14,DBLP
ICLR,pre_gpt,2015,Permutohedral Lattice CNNs,,journals/corr/KiefelJG14,DBLP
ICLR,pre_gpt,2015,Pixel-wise Deep Learning for Contour Detection,,journals/corr/HwangL15,DBLP
ICLR,pre_gpt,2015,"Predictive Encoding of Contextual Relationships for Perceptual Inference, Interpolation and Prediction",,journals/corr/ZhaoZWL14,DBLP
ICLR,pre_gpt,2015,Provable Methods for Training Neural Networks with Sparse Connectivity,,journals/corr/SedghiA14,DBLP
ICLR,pre_gpt,2015,Purine: A bi-graph based deep learning framework,,journals/corr/LinLLY14,DBLP
ICLR,pre_gpt,2015,Qualitatively characterizing neural network optimization problems,,journals/corr/GoodfellowV14,DBLP
ICLR,pre_gpt,2015,Random Forests Can Hash,,journals/corr/QiuSB14,DBLP
ICLR,pre_gpt,2015,Real-World Font Recognition Using Deep Network and Domain Adaptation,,journals/corr/WangYJSABH15,DBLP
ICLR,pre_gpt,2015,Representation Learning for cold-start recommendation,,journals/corr/ContardoDA14,DBLP
ICLR,pre_gpt,2015,Representation using the Weyl Transform,,journals/corr/QiuTCS14,DBLP
ICLR,pre_gpt,2015,Restricted Boltzmann Machine for Classification with Hierarchical Correlated Prior,,journals/corr/ChenS14,DBLP
ICLR,pre_gpt,2015,Reweighted Wake-Sleep,,journals/corr/BornscheinB14,DBLP
ICLR,pre_gpt,2015,Scheduled denoising autoencoders,,journals/corr/GerasS14,DBLP
ICLR,pre_gpt,2015,Score Function Features for Discriminative Learning,,journals/corr/JanzaminSA14a,DBLP
ICLR,pre_gpt,2015,Self-informed neural network structure learning,,journals/corr/Warde-FarleyRA14,DBLP
ICLR,pre_gpt,2015,Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs,,journals/corr/ChenPKMY14,DBLP
ICLR,pre_gpt,2015,Simple Image Description Generator via a Linear Phrase-Based Approach,,journals/corr/LebretPC14,DBLP
ICLR,pre_gpt,2015,Speeding-up Convolutional Neural Networks Using Fine-tuned CP-Decomposition,,journals/corr/LebedevGROL14,DBLP
ICLR,pre_gpt,2015,Striving for Simplicity: The All Convolutional Net,,journals/corr/SpringenbergDBR14,DBLP
ICLR,pre_gpt,2015,Tailoring Word Embeddings for Bilexical Predictions: An Experimental Comparison,,journals/corr/MadhyasthaCQ14,DBLP
ICLR,pre_gpt,2015,Target Propagation,,journals/corr/LeeZBB14,DBLP
ICLR,pre_gpt,2015,Techniques for Learning Binary Stochastic Feedforward Neural Networks,,journals/corr/RaikoBAD14,DBLP
ICLR,pre_gpt,2015,The local low-dimensionality of natural images,,journals/corr/HenaffBRS14,DBLP
ICLR,pre_gpt,2015,Theano-based Large-Scale Visual Recognition with Multiple GPUs,,journals/corr/DingWMT14,DBLP
ICLR,pre_gpt,2015,Towards Deep Neural Network Architectures Robust to Adversarial Examples,,journals/corr/GuR14,DBLP
ICLR,pre_gpt,2015,Training Deep Neural Networks on Noisy Labels with Bootstrapping,,journals/corr/ReedLASER14,DBLP
ICLR,pre_gpt,2015,Transformation Properties of Learned Visual Representations,,journals/corr/CohenW14a,DBLP
ICLR,pre_gpt,2015,Understanding Locally Competitive Networks,,journals/corr/SrivastavaMGS14,DBLP
ICLR,pre_gpt,2015,Understanding Minimum Probability Flow for RBMs Under Various Kinds of Dynamics,,journals/corr/ImBT14,DBLP
ICLR,pre_gpt,2015,Unsupervised Domain Adaptation with Feature Embeddings,,journals/corr/YangE14,DBLP
ICLR,pre_gpt,2015,Unsupervised Feature Learning from Temporal Data,,journals/corr/GoroshinBTEL15,DBLP
ICLR,pre_gpt,2015,Variational Recurrent Auto-Encoders,,journals/corr/FabiusAK14,DBLP
ICLR,pre_gpt,2015,Very Deep Convolutional Networks for Large-Scale Image Recognition,,journals/corr/SimonyanZ14a,DBLP
ICLR,pre_gpt,2015,Visual Instance Retrieval with Deep Convolutional Networks,,journals/corr/RazavianSMC14,DBLP
