venue,era,year,title,doi,dblp_key,canonical_source
NeurIPS,pre_gpt,1987,The Sigmoid Nonlinearity in Prepyriform Cortex,,conf/nips/Eeckman87,DBLP
NeurIPS,pre_gpt,1987,Time-Sequential Self-Organization of Hierarchical Neural Networks,,conf/nips/SilvermanN87,DBLP
NeurIPS,pre_gpt,1987,Towards an Organizing Principle for a Layered Perceptual Network,,conf/nips/Linsker87,DBLP
NeurIPS,pre_gpt,1987,Using Neural Networks to Improve Cochlear Implant Speech Perception,,conf/nips/Tenorio87,DBLP
NeurIPS,pre_gpt,1988,"""Neurolocator"", A Model of Attention",,conf/nips/Kryukov88,DBLP
NeurIPS,pre_gpt,1988,A Back-Propagation Algorithm with Optimal Use of Hidden Units,,conf/nips/Chauvin88,DBLP
NeurIPS,pre_gpt,1988,A Bifurcation Theory Approach to the Programming of Periodic Attractors in Network Models of Olfactory Cortex,,conf/nips/Baird88,DBLP
NeurIPS,pre_gpt,1988,A Computationally Robust Anatomical Model for Retinal Directional Selectivity,,conf/nips/GrzywaczA88,DBLP
NeurIPS,pre_gpt,1988,A Connectionist Expert System that Actually Works,,conf/nips/FozzardBC88,DBLP
NeurIPS,pre_gpt,1988,A Low-Power CMOS Circuit Which Emulates Temporal Electrical Properties of Neurons,,conf/nips/MeadorC88,DBLP
NeurIPS,pre_gpt,1988,A Massively Parallel Self-Tuning Context-Free Parser,,conf/nips/Santos88,DBLP
NeurIPS,pre_gpt,1988,A Model for Resolution Enhancement (Hyperacuity) in Sensory Representation,,conf/nips/ZhangM88,DBLP
NeurIPS,pre_gpt,1988,A Model of Neural Oscillator for a Unified Submodule,,conf/nips/KirillovBBKMCK88,DBLP
NeurIPS,pre_gpt,1988,A Network for Image Segmentation Using Color,,conf/nips/HurlbertP88,DBLP
NeurIPS,pre_gpt,1988,A Passive Shared Element Analog Electrical Cochlea,,conf/nips/FeldEL88,DBLP
NeurIPS,pre_gpt,1988,A Programmable Analog Neural Computer and Simulator,,conf/nips/MuellerSBCCDDHL88,DBLP
NeurIPS,pre_gpt,1988,A Self-Learning Neural Network,,conf/nips/HartsteinK88,DBLP
NeurIPS,pre_gpt,1988,ALVINN: An Autonomous Land Vehicle in a Neural Network,,conf/nips/Pomerleau88,DBLP
NeurIPS,pre_gpt,1988,Adaptive Neural Net Preprocessing for Signal Detection in Non-Gaussian Noise,,conf/nips/LippmannB88,DBLP
NeurIPS,pre_gpt,1988,Adaptive Neural Networks Using MOS Charge Storage,,conf/nips/SchwartzHH88,DBLP
NeurIPS,pre_gpt,1988,An Adaptive Network That Learns Sequences of Transitions,,conf/nips/Winter88,DBLP
NeurIPS,pre_gpt,1988,An Analog Self-Organizing Neural Network Chip,,conf/nips/MannG88,DBLP
NeurIPS,pre_gpt,1988,An Analog VLSI Chip for Thin-Plate Surface Interpolation,,conf/nips/Harris88,DBLP
NeurIPS,pre_gpt,1988,An Application of the Principle of Maximum Information Preservation to Linear Systems,,conf/nips/Linsker88,DBLP
NeurIPS,pre_gpt,1988,An Electronic Photoreceptor Sensitive to Small Changes in Intensity,,conf/nips/DelbruckM88,DBLP
NeurIPS,pre_gpt,1988,An Information Theoretic Approach to Rule-Based Connectionist Expert Systems,,conf/nips/GoodmanMS88,DBLP
NeurIPS,pre_gpt,1988,An Optimality Principle for Unsupervised Learning,,conf/nips/Sanger88,DBLP
NeurIPS,pre_gpt,1988,Analog Implementation of Shunting Neural Networks,,conf/nips/NabetDP88,DBLP
NeurIPS,pre_gpt,1988,Analyzing the Energy Landscapes of Distributed Winner-Take-All Networks,,conf/nips/Touretzky88,DBLP
NeurIPS,pre_gpt,1988,Applications of Error Back-Propagation to Phonetic Classification,,conf/nips/LeungZ88,DBLP
NeurIPS,pre_gpt,1988,Associative Learning via Inhibitory Search,,conf/nips/Ackley88,DBLP
NeurIPS,pre_gpt,1988,Automatic Local Annealing,,conf/nips/Leinbach88,DBLP
NeurIPS,pre_gpt,1988,Backpropagation and Its Application to Handwritten Signature Verification,,conf/nips/WilkinsonMG88,DBLP
NeurIPS,pre_gpt,1988,Comparing Biases for Minimal Network Construction with Back-Propagation,,conf/nips/HansonP88,DBLP
NeurIPS,pre_gpt,1988,Computer Modeling of Associative Learning,,conf/nips/AlkonQV88,DBLP
NeurIPS,pre_gpt,1988,Connectionist Learning of Expert Preferences by Comparison Training,,conf/nips/Tesauro88,DBLP
NeurIPS,pre_gpt,1988,Consonant Recognition by Modular Construction of Large Phonemic Time-Delay Neural Networks,,conf/nips/Waibel88,DBLP
NeurIPS,pre_gpt,1988,Constraints on Adaptive Networks for Modeling Human Generalization,,conf/nips/GluckPH88,DBLP
NeurIPS,pre_gpt,1988,Convergence and Pattern-Stabilization in the Boltzmann Machine,,conf/nips/KamC88,DBLP
NeurIPS,pre_gpt,1988,Cricket Wind Detection,,conf/nips/Miller88,DBLP
NeurIPS,pre_gpt,1988,Digital Realisation of Self-Organizing Maps,,conf/nips/JohnsonAM88,DBLP
NeurIPS,pre_gpt,1988,"Does the Neuron ""Learn"" Like the Synapse?",,conf/nips/Tawel88,DBLP
NeurIPS,pre_gpt,1988,"Dynamic, Non-Local Role Bindings and Inferencing in a Localist Network for Natural Language Understanding",,conf/nips/LangeD88,DBLP
NeurIPS,pre_gpt,1988,Dynamics of Analog Neural Networks with Time Delay,,conf/nips/MarcusW88,DBLP
NeurIPS,pre_gpt,1988,Efficient Parallel Learning Algorithms for Neural Networks,,conf/nips/KramerS88,DBLP
NeurIPS,pre_gpt,1988,Electronic Receptors for Tactile/Haptic Sensing,,conf/nips/Andreou88,DBLP
NeurIPS,pre_gpt,1988,Fast Learning in Multi-Resolution Hierarchies,,conf/nips/Moody88,DBLP
NeurIPS,pre_gpt,1988,Fixed Point Analysis for Recurrent Networks,,conf/nips/SimardOB88,DBLP
NeurIPS,pre_gpt,1988,Further Explorations in Visually-Guided Reaching: Making MURPHY Smarter,,conf/nips/Mel88,DBLP
NeurIPS,pre_gpt,1988,GEMINI: Gradient Estimation Through Matrix Inversion After Noise Injection,,conf/nips/CunGH88,DBLP
NeurIPS,pre_gpt,1988,GENESIS: A System for Simulating Neural Networks,,conf/nips/WilsonBUB88,DBLP
NeurIPS,pre_gpt,1988,Heterogeneous Neural Networks for Adaptive Behavior in Dynamic Environments,,conf/nips/BeerCS88,DBLP
NeurIPS,pre_gpt,1988,Implications of Recursive Distributed Representations,,conf/nips/Pollack88,DBLP
NeurIPS,pre_gpt,1988,Learning Subsequential Structure in Simple Recurrent Networks,,conf/nips/Servan-SchreiberCM88,DBLP
NeurIPS,pre_gpt,1988,Learning by Choice of Internal Representations,,conf/nips/GrossmanMD88,DBLP
NeurIPS,pre_gpt,1988,Learning the Solution to the Aperture Problem for Pattern Motion with a Hebb Rule,,conf/nips/Sereno88,DBLP
NeurIPS,pre_gpt,1988,Learning with Temporal Derivatives in Pulse-Coded Neuronal Systems,,conf/nips/ParkerGR88,DBLP
NeurIPS,pre_gpt,1988,Linear Learning: Landscapes and Algorithms,,conf/nips/Baldi88,DBLP
NeurIPS,pre_gpt,1988,Links Between Markov Models and Multilayer Perceptrons,,conf/nips/BourlardW88,DBLP
NeurIPS,pre_gpt,1988,Mapping Classifier Systems Into Neural Networks,,conf/nips/Davis88,DBLP
NeurIPS,pre_gpt,1988,Modeling Small Oscillating Biological Networks in Analog VLSI,,conf/nips/RyckebuschBM88,DBLP
NeurIPS,pre_gpt,1988,Modeling the Olfactory Bulb - Coupled Nonlinear Oscillators,,conf/nips/LiH88,DBLP
NeurIPS,pre_gpt,1988,Models of Ocular Dominance Column Formation: Analytical and Computational Results,,conf/nips/MillerKS88,DBLP
NeurIPS,pre_gpt,1988,Neural Analog Diffusion-Enhancement Layer and Spatio-Temporal Grouping in Early Vision,,conf/nips/WaxmanSCW88,DBLP
NeurIPS,pre_gpt,1988,Neural Approach for TV Image Compression Using a Hopfield Type Network,,conf/nips/NaillonT88,DBLP
NeurIPS,pre_gpt,1988,Neural Architecture,,conf/nips/Braitenberg88,DBLP
NeurIPS,pre_gpt,1988,Neural Control of Sensory Acquisition: The Vestibulo-Ocular Reflex,,conf/nips/PaulinNB88,DBLP
NeurIPS,pre_gpt,1988,"Neural Information Processing Systems, Denver, Colorado, USA, 1987",,conf/nips/1987,DBLP
NeurIPS,pre_gpt,1988,Neural Net Receivers in Multiple Access-Communications,,conf/nips/ParisOVA88,DBLP
NeurIPS,pre_gpt,1988,Neural Network Recognizer for Hand-Written Zip Code Digits,,conf/nips/DenkerGGHHHJBG88,DBLP
NeurIPS,pre_gpt,1988,Neural Network Star Pattern Recognition for Spacecraft Attitude Determination and Control,,conf/nips/AlveldaM88,DBLP
NeurIPS,pre_gpt,1988,Neural Networks for Model Matching and Perceptual Organization,,conf/nips/MjolsnessGA88,DBLP
NeurIPS,pre_gpt,1988,Neural Networks that Learn to Discriminate Similar Kanji Characters,,conf/nips/MoriY88,DBLP
NeurIPS,pre_gpt,1988,Neuronal Maps for Sensory-Motor Control in the Barn Owl,,conf/nips/SpencePGPS88,DBLP
NeurIPS,pre_gpt,1988,On the K-Winners-Take-All Network,,conf/nips/MajaniEA88,DBLP
NeurIPS,pre_gpt,1988,Optimization by Mean Field Annealing,,conf/nips/BilbroMMSBW88,DBLP
NeurIPS,pre_gpt,1988,Performance of Synthetic Neural Network Classification of Noisy Radar Signals,,conf/nips/AhaltGJK88,DBLP
NeurIPS,pre_gpt,1988,Performance of a Stochastic Learning Microchip,,conf/nips/AlspectorGA88,DBLP
NeurIPS,pre_gpt,1988,Programmable Analog Pulse-Firing Neural Networks,,conf/nips/HamiltonMT88,DBLP
NeurIPS,pre_gpt,1988,Range Image Restoration Using Mean Field Annealing,,conf/nips/BilbroS88,DBLP
NeurIPS,pre_gpt,1988,Scaling and Generalization in Neural Networks: A Case Study,,conf/nips/AhmadT88,DBLP
NeurIPS,pre_gpt,1988,Self Organizing Neural Networks for the Identification Problem,,conf/nips/TenorioL88,DBLP
NeurIPS,pre_gpt,1988,Simulation and Measurement of the Electric Fields Generated by Weakly Electric Fish,,conf/nips/RasnowANB88,DBLP
NeurIPS,pre_gpt,1988,Skeletonization: A Technique for Trimming the Fat from a Network via Relevance Assessment,,conf/nips/MozerS88,DBLP
NeurIPS,pre_gpt,1988,Song Learning in Birds,,conf/nips/Konishi88,DBLP
NeurIPS,pre_gpt,1988,Speech Production Using A Neural Network with a Cooperative Learning Mechanism,,conf/nips/KomuraT88,DBLP
NeurIPS,pre_gpt,1988,Speech Recognition: Statistical and Neural Information Processing Approaches,,conf/nips/Bridle88,DBLP
NeurIPS,pre_gpt,1988,Spreading Activation over Distributed Microfeatures,,conf/nips/Hendler88,DBLP
NeurIPS,pre_gpt,1988,Statistical Prediction with Kanerva's Sparse Distributed Memory,,conf/nips/Rogers88,DBLP
NeurIPS,pre_gpt,1988,Storing Covariance by the Associative Long-Term Potentation and Depression of Synaptic Strengths in the Hippocampus,,conf/nips/StantonS88,DBLP
NeurIPS,pre_gpt,1988,Temporal Representations in a Connectionist Speech System,,conf/nips/Smythe88,DBLP
NeurIPS,pre_gpt,1988,The Boltzmann Perceptron Network: A Multi-Layered Feed-Forward Network Equivalent to the Boltzmann Machine,,conf/nips/YairG88,DBLP
NeurIPS,pre_gpt,1988,Theory of Self-Organization of Cortical Maps,,conf/nips/Tanaka88,DBLP
NeurIPS,pre_gpt,1988,Training Multilayer Perceptrons with the Extende Kalman Algorithm,,conf/nips/SinghalW88,DBLP
NeurIPS,pre_gpt,1988,Training a 3-Node Neural Network is NP-Complete,,conf/nips/BlumR88,DBLP
NeurIPS,pre_gpt,1988,"Training a Limited-Interconnect, Synthetic Neural IC",,conf/nips/WalkerHAA88,DBLP
NeurIPS,pre_gpt,1988,Use of Multi-Layered Networks for Coding Speech with Phonetic Features,,conf/nips/BengioCMC88,DBLP
NeurIPS,pre_gpt,1988,Using Backpropagation with Temporal Windows to Learn the Dynamics of the CMU Direct-Drive Arm II,,conf/nips/GoldbergP88,DBLP
NeurIPS,pre_gpt,1988,What Size Net Gives Valid Generalization?,,conf/nips/BaumH88,DBLP
NeurIPS,pre_gpt,1988,Winner-Take-All Networks of O(N) Complexity,,conf/nips/LazzaroRMM88,DBLP
NeurIPS,pre_gpt,1989,A Computational Basis for Phonology,,conf/nips/TouretzkyW89,DBLP
NeurIPS,pre_gpt,1989,A Computer Modeling Approach to Understanding the Inferior Olive and Its Relationships to the Cerebellar Cortex in Rats,,conf/nips/LeeB89,DBLP
NeurIPS,pre_gpt,1989,A Continuous Speech Recognition System Embedding MLP into HMM,,conf/nips/BourlardM89,DBLP
NeurIPS,pre_gpt,1989,A Cost Function for Internal Representations,,conf/nips/KroghTH89,DBLP
NeurIPS,pre_gpt,1989,A Large-Scale Neural Network Which Recognizes Handwritten Kanji Characters,,conf/nips/MoriJ89,DBLP
NeurIPS,pre_gpt,1989,A Method for the Associative Storage of Analog Vectors,,conf/nips/AtiyaA89,DBLP
NeurIPS,pre_gpt,1989,A Neural Network for Feature Extraction,,conf/nips/Intrator89,DBLP
NeurIPS,pre_gpt,1989,A Neural Network for Real-Time Signal Processing,,conf/nips/Malkoff89,DBLP
NeurIPS,pre_gpt,1989,A Neural Network to Detect Homologies in Proteins,,conf/nips/BengioBPA89,DBLP
NeurIPS,pre_gpt,1989,A Reconfigurable Analog VLSI Neural Network Chip,,conf/nips/SatyanarayanaTG89,DBLP
NeurIPS,pre_gpt,1989,A Self-Organizing Multiple-View Representations of 3D Objects,,conf/nips/WeinshallEB89,DBLP
NeurIPS,pre_gpt,1989,A Self-organizing Associative Memory System for Control Applications,,conf/nips/Hormel89,DBLP
NeurIPS,pre_gpt,1989,A Systematic Study of the Input/Output Properties of a 2 Compartment Model Neuron With Active Membranes,,conf/nips/Rhodes89,DBLP
NeurIPS,pre_gpt,1989,Acoustic-Imaging Computations by Echolocating Bats: Unification of Diversely-Represented Stimulus Features into Whole Images,,conf/nips/Simmons89,DBLP
NeurIPS,pre_gpt,1989,Adjoint Operator Algorithms for Faster Learning in Dynamical Neural Networks,,conf/nips/BarhenTG89,DBLP
NeurIPS,pre_gpt,1989,"Advances in Neural Information Processing Systems 1, [NIPS Conference, Denver, Colorado, USA, 1988]",,conf/nips/1988,DBLP
NeurIPS,pre_gpt,1989,Algorithms for Better Representation and Faster Learning in Radial Basis Function Networks,,conf/nips/SahaK89,DBLP
NeurIPS,pre_gpt,1989,An Analog VLSI Model of Adaptation in the Vestibulo-Ocular Reflex,,conf/nips/DeWeerthM89,DBLP
NeurIPS,pre_gpt,1989,An Efficient Implementation of the Back-propagation Algorithm on the Connection Machine CM-2,,conf/nips/ZhangMMW89,DBLP
NeurIPS,pre_gpt,1989,Analog Circuits for Constrained Optimization,,conf/nips/Platt89,DBLP
NeurIPS,pre_gpt,1989,Analog Neural Networks of Limited Precision I: Computing with Multilinear Threshold Functions,,conf/nips/ObradovicP89,DBLP
NeurIPS,pre_gpt,1989,Analysis of Linsker's Simulations of Hebbian Rules,,conf/nips/MacKayM89,DBLP
NeurIPS,pre_gpt,1989,Analytic Solutions to the Formation of Feature-Analysing Cells of a Three-Layer Feedforward Visual Information Processing Neural Net,,conf/nips/Tang89,DBLP
NeurIPS,pre_gpt,1989,Associative Memory in a Simple Model of Oscillating Cortex,,conf/nips/Baird89,DBLP
NeurIPS,pre_gpt,1989,Asymptotic Convergence of Backpropagation: Numerical Experiments,,conf/nips/AhmadTH89,DBLP
NeurIPS,pre_gpt,1989,Bayesian Inference of Regular Grammar and Markov Source Models,,conf/nips/SmithM89,DBLP
NeurIPS,pre_gpt,1989,Can Simple Cells Learn Curves? A Hebbian Model in a Structured Environment,,conf/nips/SoftkyK89,DBLP
NeurIPS,pre_gpt,1989,Collective Oscillations in the Visual Cortex,,conf/nips/KammenKH89,DBLP
NeurIPS,pre_gpt,1989,Combining Visual and Acoustic Speech Signals with a Neural Network Improves Intelligibility,,conf/nips/SejnowskiYGJ89,DBLP
NeurIPS,pre_gpt,1989,Comparing the Performance of Connectionist and Statistical Classifiers on an Image Segmentation Problem,,conf/nips/GishB89,DBLP
NeurIPS,pre_gpt,1989,Complexity of Finite Precision Neural Network Classifier,,conf/nips/DemboSK89,DBLP
NeurIPS,pre_gpt,1989,Computational Efficiency: A Common Organizing Principle for Parallel Computer Maps and Brain Maps?,,conf/nips/NelsonB89,DBLP
NeurIPS,pre_gpt,1989,Computer Simulation of Oscillatory Behavior in Cerebral Cortical Networks,,conf/nips/WilsonB89,DBLP
NeurIPS,pre_gpt,1989,Connectionist Architectures for Multi-Speaker Phoneme Recognition,,conf/nips/HampshireW89,DBLP
NeurIPS,pre_gpt,1989,Contour-Map Encoding of Shape for Early Vision,,conf/nips/Kanerva89,DBLP
NeurIPS,pre_gpt,1989,Coupled Markov Random Fields and Mean Field Theory,,conf/nips/GeigerG89,DBLP
NeurIPS,pre_gpt,1989,Dataflow Architectures: Flexible Platforms for Neural Network Simulation,,conf/nips/Smotroff89,DBLP
NeurIPS,pre_gpt,1989,Designing Application-Specific Neural Networks Using the Genetic Algorithm,,conf/nips/HarpSG89,DBLP
NeurIPS,pre_gpt,1989,Development and Regeneration of Eye-Brain Maps: A Computational Model,,conf/nips/CowanF89,DBLP
NeurIPS,pre_gpt,1989,Digital-Analog Hybrid Synapse Chips for Electronic Neural Networks,,conf/nips/MoopennDT89,DBLP
